,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ID,Potability
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.61251682263187,225.49279278281443,14812.970644801802,7.982595216401367,356.69017362338303,341.07492458185163,14.99466235221132,55.89391550738455,2.93959347170948,2841.0,1.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7.025456547708933,163.40981923744118,32865.50952537348,6.066792957232625,317.46749884763983,279.646803827296,10.811672993221237,81.52645740099578,3.574605162201768,1602.0,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6.1859248920520455,236.03478264925755,1198.9436990081786,6.140033164031196,374.09538796904826,436.23619825357247,11.093810616625037,99.77507788538944,4.090264381918475,3161.0,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8.90086469660199,211.3068119064913,9592.151333127596,8.863272376077974,348.4378198773213,333.7753271428022,18.26795085399624,68.33316991333467,4.518750669722005,801.0,1.0
11,6.405392481776245,183.86724504297905,20526.30683510295,8.450272354606483,366.1766335901449,548.6377020787954,13.448796635489714,69.0541381402804,4.531920781408072,1902.0,1.0
12,8.016279103360878,211.02930381983484,14034.485798658789,9.796999515077292,389.3387958191684,491.07908209726713,14.51299105109308,35.56596645086621,4.308222881195556,1200.0,1.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,6.360195819161054,198.91144907669727,13742.139486618224,7.441486515976747,338.4095763525792,423.6256485643737,11.915899922439678,57.71314935703546,2.713248378640136,3232.0,1.0
17,8.040144167343296,224.8634819797548,6879.764653372924,8.136930576288464,418.9550102706045,360.9576787634873,12.405913152097355,73.21799019374033,3.9864598123492394,2769.0,1.0
18,8.41860665004133,191.8670896367085,29313.78335293502,5.605863656386441,306.3253635206578,546.7909944376429,13.133959338424065,96.1251983386593,3.442847819687195,1159.0,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,7.361599831600277,231.7931825036351,29169.720783490982,7.929904388301963,375.09718802100105,389.2726454031283,13.853116371431213,39.53278687132903,3.751588621742677,2011.0,1.0
21,9.638222268227196,226.4702151138879,30739.6890854019,6.849401308758589,332.861559066032,278.25142365833653,13.728883155611529,69.26812043734148,4.614369673533872,2805.0,1.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,6.71579947892659,193.1625008507171,16006.972587715032,6.369162812139628,314.4524251299726,316.2780290699904,17.865533212878574,85.19251082066975,4.999752022622454,1584.0,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,7.025456547708933,258.44726516563384,25498.329539880902,4.92216687925756,341.0395800188736,425.79701930688975,18.993663252019417,67.40067335298797,3.691946509639444,3122.0,1.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4.310701499826136,138.43189417291504,11842.757806247517,5.607450056121154,364.45849744115736,426.369592491061,19.58832711966648,48.118628732107,3.1723754914035887,2438.0,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,7.025456547708933,213.0002175330737,21687.473454293264,6.90104076715514,332.861559066032,383.74788340648826,11.793246335936772,57.345645004071,3.2425454482885505,1116.0,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,7.4813977719166305,186.07476549927424,13781.780283955724,4.649253929836745,377.34437186403983,323.7728426252204,11.687123837165814,66.2916498377711,4.039976289796705,744.0,1.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.275795629701165,163.35596081730125,22013.96490500964,5.742828934596182,307.66712287388225,351.6313150451818,20.05761944433556,78.50149244782142,4.721339549520146,1105.0,1.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,6.9678613966386695,183.9334762057948,13401.044394115284,6.457686555183607,371.7883635786686,433.2394285866362,14.584231395682366,66.0291561168986,4.893215273397656,1905.0,1.0
47,7.657541728081206,230.8200077128855,35056.2322337289,7.656806896244371,364.1301406497154,305.62940929774965,18.4813964076003,72.20507471179636,4.792527452455119,1993.0,1.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,7.871961402750839,219.6226589410745,12760.437150795751,8.076613046836648,360.08665747920503,350.82691627921486,15.698725520210305,84.15808044816242,2.93853628710008,1225.0,1.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,6.19124144257447,231.32279667925545,29778.35787695432,4.38109672011746,248.30439091768463,488.9541644367416,13.022135124285686,54.06085110281751,3.3150705928492927,1565.0,1.0
55,7.226592711428237,207.83222909914727,22097.41322267961,5.8627172735769895,354.7083820209172,353.6540460556215,10.40105630962296,66.86414032704701,4.337116898531741,3228.0,1.0
56,5.161878763351532,179.63640928450374,18666.563637704367,5.196132621399963,400.8960233338551,485.3119535954693,14.059707780822803,75.82204966381451,4.320100540830725,2314.0,1.0
57,8.116350275289646,224.763509245515,16514.608092257033,5.290690952756557,332.861559066032,416.5966342435125,12.063501461366512,91.8561563729144,2.5260162359182696,1922.0,1.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,7.476689511613988,162.00870309518598,22171.318898177135,9.61159855831238,332.861559066032,401.2348151822703,14.993740060714572,82.86176424061142,4.195539286347104,2389.0,1.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,6.918062437943978,188.912864809962,14052.446111514224,6.192192751461063,332.861559066032,338.320839811328,17.860100804426793,66.73703060684957,3.566298461651997,2009.0,1.0
65,7.280560356935292,228.53954269712443,29690.91715792521,7.871025150780389,322.26966084267,392.5325974868163,15.168189203559225,84.37071294892223,2.919796004979838,1913.0,1.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,5.6664461454272965,142.14781059875196,24383.741538214686,9.989551220939507,320.264283097194,511.9540006446537,23.60429797466412,77.03048701396436,3.836823301450685,3169.0,1.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,7.202534415579847,207.82811639312348,11889.250632315909,8.015743172635725,332.861559066032,369.0443258231596,10.371843235532651,62.0377302443214,5.702504528449718,1135.0,1.0
